sense_uid	entry_id	ordinal	sense_kind	pos	pos_simp	tags	register	domain	def_trad	def_simp	expl_trad	expl_simp	exemption	sgi	prompt_id	review_status	adjudication	edits
書|书|shu1~2	書|书|shu1	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	說明或證明某件事的文件	说明或证明某件事的文件				[2]	general	unreviewed		[]
書|书|shu1~3	書|书|shu1	3	defined	["名"]	["名"]	["bound-form"]	[]	[]	用文字向人報告事情的信	用文字向人报告事情的信				[1]	general	unreviewed		[]
書|书|shu1~4	書|书|shu1	4	defined	["動"]	["动"]	["bound-form"]	[]	[]	用筆寫下文字	用笔写下文字				[4]	general	unreviewed		[]
曼|曼|man4~1	曼|曼|man4	1	defined	["形"]	["形"]	["bound-form"]	["lit"]	[]	輕而美的，多形容動作或聲音	轻而美的，多形容动作或声音				[0]	general	unreviewed		[]
曼|曼|man4~2	曼|曼|man4	2	defined	["形"]	["形"]	[]	["arch"]	[]	長的，也形容範圍大	长的，也形容范围大			archaic-form	[1, 2]	general	unreviewed		[]
曾|曾|ceng2~1	曾|曾|ceng2	1	defined	["副"]	["副"]	["function-word"]	["lit"]	[]	用在動詞前面，表示以前發生過	用在动词前面，表示以前发生过	「曾」多用在書面，說話時常用「曾經」。	「曾」多用在书面，说话时常用「曾经」。		[0, 1, 2, 3, 4, 5]	function-word	unreviewed		[]
曾|曾|zeng1~1	曾|曾|zeng1	1	defined	["形"]	["形"]	["bound-form"]	[]	[]	家人關係中相隔兩代的	家人关系中相隔两代的				[0]	general	unreviewed		[]
曾經|曾经|ceng2 jing1~1	曾經|曾经|ceng2 jing1	1	defined	["副"]	["副"]	["function-word"]	[]	[]	用在動詞前面，表示動作或情況以前發生過	用在动词前面，表示动作或情况以前发生过	「曾經」說的事通常已經結束，「已經」說的事可能還在繼續。用「曾經」時，動詞後面常帶「過」。	「曾经」说的事通常已经结束，「已经」说的事可能还在继续。用「曾经」时，动词后面常带「过」。		[0, 1, 2, 3, 4, 5]	function-word	unreviewed		[]
替|替|ti4~1	替|替|ti4	1	defined	["動"]	["动"]	[]	[]	[]	換下原來的人或東西，做同樣的事	换下原来的人或东西，做同样的事				[0, 1, 2, 5]	general	unreviewed		[]
替|替|ti4~2	替|替|ti4	2	defined	["介"]	["介"]	["function-word"]	[]	[]	用在動詞前面，引出動作是為了誰	用在动词前面，引出动作是为了谁	「替」和「給」用法接近，多用在口語。	「替」和「给」用法接近，多用在口语。		[3, 4]	general	unreviewed		[]
最|最|zui4~1	最|最|zui4	1	defined	["副"]	["副"]	["function-word"]	[]	[]	用在形容詞或動詞前面，表示程度超過其他所有的	用在形容词或动词前面，表示程度超过其他所有的	「更」用在兩個相比的時候，「最」用在跟全部相比的時候。	「更」用在两个相比的时候，「最」用在跟全部相比的时候。		[0]	general	unreviewed		[]
最|最|zui4~2	最|最|zui4	2	defined	["名"]	["名"]	[]	[]	[]	用在「之」後面，指同類中程度達到頂點的人或事物	用在「之」后面，指同类中程度达到顶点的人或事物				[1]	general	unreviewed		[]
最佳|最佳|zui4 jia1~1	最佳|最佳|zui4 jia1	1	defined	["形"]	["形"]	[]	[]	[]	在所有同類事物中最好的	在所有同类事物中最好的	多用在名詞前面，如「最佳時機」、「最佳選擇」。	多用在名词前面，如「最佳时机」、「最佳选择」。		[0, 1, 2, 3]	general	unreviewed		[]
最初|最初|zui4 chu1~1	最初|最初|zui4 chu1	1	defined	["名", "副"]	["名", "副"]	[]	[]	[]	事情剛開始的那段時間	事情刚开始的那段时间	常跟「後來」相對，說明情況前後的變化。	常跟「后来」相对，说明情况前后的变化。		[0, 1, 2, 3, 4, 5, 6]	general	unreviewed		[]
最後|最后|zui4 hou4~1	最後|最后|zui4 hou4	1	defined	["形", "副"]	["形", "副"]	[]	[]	[]	在時間或位置上排在所有其他之後的	在时间或位置上排在所有其他之后的	「後來」指以後發生的事，「最後」指排在所有事情後面的那一件。	「后来」指以后发生的事，「最后」指排在所有事情后面的那一件。		[0, 1]	general	unreviewed		[]
最終|最终|zui4 zhong1~1	最終|最终|zui4 zhong1	1	defined	["形", "副"]	["形", "副"]	[]	[]	[]	過程結束時的，不會再改變的	过程结束时的，不会再改变的	「最終」說的是最後的結果，「最後」也可以說時間或位置。	「最终」说的是最后的结果，「最后」也可以说时间或位置。		[0]	general	unreviewed		[]
最近|最近|zui4 jin4~1	最近|最近|zui4 jin4	1	defined	["名"]	["名"]	[]	[]	[]	說話前後不久的一段時間	说话前后不久的一段时间	「最近」也能說將要發生的事，不只是過去。	「最近」也能说将要发生的事，不只是过去。		[0, 1]	general	unreviewed		[]
最近|最近|zui4 jin4~2	最近|最近|zui4 jin4	2	defined	["形"]	["形"]	[]	[]	[]	跟某處的距離最短的	跟某处的距离最短的				[2]	general	unreviewed		[]
最高|最高|zui4 gao1~1	最高|最高|zui4 gao1	1	defined	["形"]	["形"]	[]	[]	[]	在高度、程度或地位上超過所有其他的	在高度、程度或地位上超过所有其他的				[0, 1, 2]	general	unreviewed		[]
會|会|kuai4~1	會|会|kuai4	1	defined	["動"]	["动"]	["bound-form"]	[]	[]	計算收入和支出	计算收入和支出	這個讀音只用在「會計」等詞裡，跟「開會」的「會」讀音不同。	这个读音只用在「会计」等词里，跟「开会」的「会」读音不同。		[0]	bound-form	unreviewed		[]
會議|会议|hui4 yi4~1	會議|会议|hui4 yi4	1	defined	["名"]	["名"]	["classifier-ref"]	[]	[]	許多人在一起討論、決定事情的活動	许多人在一起讨论、决定事情的活动				[0, 1, 2]	general	unreviewed		[]
月|月|yue4~1	月|月|yue4	1	defined	["名"]	["名"]	[]	[]	[]	時間單位，一年有十二個，一個大約三十天	时间单位，一年有十二个，一个大约三十天	「三月」指一年中的第三個月，「三個月」指三個月的時間。	「三月」指一年中的第三个月，「三个月」指三个月的时间。		[1, 2, 3]	general	unreviewed		[]
月|月|yue4~2	月|月|yue4	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	地球的衛星，晚上在天空中發亮	地球的卫星，晚上在天空中发亮				[0]	general	unreviewed		[]
有些|有些|you3 xie1~1	有些|有些|you3 xie1	1	defined	["代"]	["代"]	[]	[]	[]	其中的一部分，不是全部	其中的一部分，不是全部				[0]	general	unreviewed		[]
有些|有些|you3 xie1~2	有些|有些|you3 xie1	2	defined	["副"]	["副"]	[]	[]	[]	表示程度不高，有一點	表示程度不高，有一点	「有些」跟「有點」意思相近，「有點」更常用在口語。	「有些」跟「有点」意思相近，「有点」更常用在口语。		[1]	general	unreviewed		[]
有人|有人|you3 ren2~1	有人|有人|you3 ren2	1	defined	["代"]	["代"]	[]	[]	[]	指某個或某些人，不說明是誰	指某个或某些人，不说明是谁	多放在句子開頭，後面接動作或情況。	多放在句子开头，后面接动作或情况。		[0, 1, 2]	general	unreviewed		[]
有人|有人|you3 ren2~2	有人|有人|you3 ren2	2	defined	["動"]	["动"]	[]	[]	[]	表示座位、房間等已經被人使用	表示座位、房间等已经被人使用				[3, 4]	general	unreviewed		[]
有所|有所|you3 suo3~1	有所|有所|you3 suo3	1	defined	["副"]	["副"]	[]	["lit"]	[]	用在動詞前面，表示達到一定程度	用在动词前面，表示达到一定程度	後面多接雙音節動詞，例如「有所提高」。	后面多接双音节动词，例如「有所提高」。		[0, 1]	general	unreviewed		[]
有效|有效|you3 xiao4~1	有效|有效|you3 xiao4	1	defined	["形"]	["形"]	[]	[]	[]	能達到想要的結果的	能达到想要的结果的	「有用」是說用得上，「有效」是說真的解決了問題。	「有用」是说用得上，「有效」是说真的解决了问题。		[0]	general	unreviewed		[]
有效|有效|you3 xiao4~2	有效|有效|you3 xiao4	2	defined	["形"]	["形"]	[]	[]	[]	在規定的時間內仍然可以用的	在规定的时间内仍然可以用的				[1, 2]	general	unreviewed		[]
有時|有时|you3 shi2~1	有時|有时|you3 shi2	1	defined	["副"]	["副"]	[]	[]	[]	在某些時候，不是每次都這樣	在某些时候，不是每次都这样	「有時…有時…」連用，說出兩種不同的情況。	「有时…有时…」连用，说出两种不同的情况。		[0]	general	unreviewed		[]
有的|有的|you3 de5~1	有的|有的|you3 de5	1	defined	["代"]	["代"]	[]	[]	[]	所說的一群人或事物中的一部分	所说的一群人或事物中的一部分	常「有的…有的…」成對連用，分別說明不同的部分。	常「有的…有的…」成对连用，分别说明不同的部分。		[0, 1]	general	unreviewed		[]
有著|有着|you3 zhe5~1	有著|有着|you3 zhe5	1	defined	["動"]	["动"]	[]	["lit"]	[]	表示擁有，後面一定要帶詞語	表示拥有，后面一定要带词语	「有著」後面一定要帶詞語，不能單用。說話的時候多用「有」。	「有着」后面一定要带词语，不能单用。说话的时候多用「有」。		[0, 1]	general	unreviewed		[]
有關|有关|you3 guan1~1	有關|有关|you3 guan1	1	defined	["動", "形"]	["动", "形"]	[]	[]	[]	一方跟另一方之間有聯繫	一方跟另一方之间有联系	常用「跟…有關」的說法。放在名詞前面表示相關的，如「有關單位」。	常用「跟…有关」的说法。放在名词前面表示相关的，如「有关单位」。		[0, 1, 2, 3, 4]	general	unreviewed		[]
朋友|朋友|peng2 you5~1	朋友|朋友|peng2 you5	1	defined	["名"]	["名"]	[]	[]	[]	互相信任、常在一起的人	互相信任、常在一起的人	說「男朋友」「女朋友」時，指的是相愛的人，不是一般的朋友。	说「男朋友」「女朋友」时，指的是相爱的人，不是一般的朋友。		[0, 1]	general	unreviewed		[]
朗|朗|lang3~1	朗|朗|lang3	1	defined	["形"]	["形"]	["bound-form"]	[]	[]	光線充足、沒有雲的	光线充足、没有云的				[1]	general	unreviewed		[]
朗|朗|lang3~2	朗|朗|lang3	2	defined	["形"]	["形"]	["bound-form"]	[]	[]	聲音清楚而大的	声音清楚而大的				[0]	general	unreviewed		[]
朝|朝|chao2~1	朝|朝|chao2	1	defined	["動", "介"]	["动", "介"]	[]	[]	[]	表示動作或位置所對著的方向	表示动作或位置所对着的方向	「朝」和「向」多半可以換用，「往」後面多接方向或地方。	「朝」和「向」多半可以换用，「往」后面多接方向或地方。		[6, 7]	general	unreviewed		[]
朝|朝|chao2~2	朝|朝|chao2	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	國家由同一家族或皇帝統治的時期	国家由同一家族或皇帝统治的时期	多用在朝代名字的後面，如「清朝」。	多用在朝代名字的后面，如「清朝」。		[2, 3]	general	unreviewed		[]
朝|朝|chao2~3	朝|朝|chao2	3	defined	["名"]	["名"]	["bound-form"]	[]	[]	舊時皇帝和官員處理國家大事的地方	旧时皇帝和官员处理国家大事的地方				[0, 1, 4]	general	unreviewed		[]
朝|朝|chao2~4	朝|朝|chao2	4	defined	["動"]	["动"]	["bound-form"]	[]	[]	到聖地或神明面前表示敬意	到圣地或神明面前表示敬意				[5]	general	unreviewed		[]
朝|朝|zhao1~1	朝|朝|zhao1	1	defined	["名"]	["名"]	["bound-form"]	["lit"]	[]	一天當中天剛亮的時候	一天当中天刚亮的时候				[0]	general	unreviewed		[]
期|期|qi1~1	期|期|qi1	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	一段有開頭和結束的時間	一段有开头和结束的时间				[0, 1, 2, 4, 5, 6]	general	unreviewed		[]
期|期|qi1~2	期|期|qi1	2	defined	["動"]	["动"]	["bound-form"]	[]	[]	希望事情能照自己想的實現	希望事情能照自己想的实现				[7]	general	unreviewed		[]
期|期|qi1~3	期|期|qi1	3	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算雜誌出版的次數，也用於成批的課程	用于计算杂志出版的次数，也用于成批的课程				[3]	classifier-is	unreviewed		[]
期間|期间|qi1 jian1~1	期間|期间|qi1 jian1	1	defined	["名"]	["名"]	[]	[]	[]	事情從開始到結束的那段時間	事情从开始到结束的那段时间	「期間」前面多半會說出是哪件事或哪段日子，例如「上課期間」。	「期间」前面多半会说出是哪件事或哪段日子，例如「上课期间」。		[0, 1, 2, 3, 4]	general	unreviewed		[]
木|木|mu4~1	木|木|mu4	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	從樹上取下來、可以做東西的材料	从树上取下来、可以做东西的材料				[1]	bound-form	unreviewed		[]
木|木|mu4~2	木|木|mu4	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	有根有幹的植物，泛指樹	有根有干的植物，泛指树				[0]	bound-form	unreviewed		[]
木|木|mu4~3	木|木|mu4	3	defined	["形"]	["形"]	[]	[]	[]	失去感覺，反應不快的	失去感觉，反应不快的				[2]	general	unreviewed		[]
未|未|wei4~1	未|未|wei4	1	defined	["副"]	["副"]	["function-word"]	["lit"]	[]	用在動詞前面，表示事情還沒有發生	用在动词前面，表示事情还没有发生	「未」多用在書面，說話時用「沒」或「還沒」。	「未」多用在书面，说话时用「没」或「还没」。		[0, 1, 2, 3]	general	unreviewed		[]
未|未|wei4~2	未|未|wei4	2	defined	["名"]	["名"]	[]	[]	[]	地支的第八位	地支的第八位	地支是傳統上用來記時間的十二個字。未年也叫羊年，十二年輪一次。	地支是传统上用来记时间的十二个字。未年也叫羊年，十二年轮一次。		[4, 5]	general	unreviewed		[]
未來|未来|wei4 lai2~1	未來|未来|wei4 lai2	1	defined	["名", "形"]	["名", "形"]	[]	[]	[]	現在以後的時間	现在以后的时间	「未來」可以直接放在時間詞前面，如「未來一年」。	「未来」可以直接放在时间词前面，如「未来一年」。		[0, 1, 2, 3, 4, 5]	general	unreviewed		[]
本|本|ben3~1	本|本|ben3	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	事物最主要或最開始的部分	事物最主要或最开始的部分				[0, 1]	bound-form	unreviewed		[]
本|本|ben3~2	本|本|ben3	2	defined	["形"]	["形"]	["bound-form"]	[]	[]	原來就有的，不是後來加上的	原来就有的，不是后来加上的				[4, 5]	bound-form	unreviewed		[]
本|本|ben3~3	本|本|ben3	3	defined	["代"]	["代"]	["bound-form"]	[]	[]	指自己這一方，或說話時所在的這一個	指自己这一方，或说话时所在的这一个	用在時間詞前面時，「本月」指現在這個月。	用在时间词前面时，「本月」指现在这个月。		[2, 3]	bound-form	unreviewed		[]
本|本|ben3~4	本|本|ben3	4	defined	["副"]	["副"]	[]	[]	[]	表示原來的情況，後來有了改變	表示原来的情况，后来有了改变	「本」和「本來」意思相近，「本」多用在書面。	「本」和「本来」意思相近，「本」多用在书面。		[6]	general	unreviewed		[]
本|本|ben3~5	本|本|ben3	5	defined	["名"]	["名"]	["bound-form"]	[]	[]	做買賣時投入的錢	做买卖时投入的钱				[7]	bound-form	unreviewed		[]
本|本|ben3~6	本|本|ben3	6	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算書、雜誌、文件等	用于计算书、杂志、文件等				[8]	classifier-is	unreviewed		[]
本人|本人|ben3 ren2~1	本人|本人|ben3 ren2	1	defined	["代"]	["代"]	[]	[]	[]	指前面說到的那個人自己，不是別人	指前面说到的那个人自己，不是别人	多用在正式的規定裡，強調不能請人代替。	多用在正式的规定里，强调不能请人代替。		[1]	general	unreviewed		[]
本人|本人|ben3 ren2~2	本人|本人|ben3 ren2	2	defined	["代"]	["代"]	[]	[]	[]	說話的人稱自己，多用在正式場合	说话的人称自己，多用在正式场合				[0]	general	unreviewed		[]
本來|本来|ben3 lai2~1	本來|本来|ben3 lai2	1	defined	["形", "副"]	["形", "副"]	[]	[]	[]	從開始就有的，後來可能已經改變	从开始就有的，后来可能已经改变	「本來」和「原來」都說以前的情況，但「原來」還能表示突然明白。	「本来」和「原来」都说以前的情况，但「原来」还能表示突然明白。		[0, 1, 2]	general	unreviewed		[]
本來|本来|ben3 lai2~2	本來|本来|ben3 lai2	2	defined	["副"]	["副"]	[]	[]	[]	表示事情就該這樣，不用多說	表示事情就该这样，不用多说	這個意思的「本來」常和「就」連用。	这个意思的「本来」常和「就」连用。		[3, 4]	general	unreviewed		[]
本地|本地|ben3 di4~1	本地|本地|ben3 di4	1	defined	["名", "形"]	["名", "形"]	[]	[]	[]	說話的人所在的這個地方	说话的人所在的这个地方				[0, 1]	general	unreviewed		[]
本身|本身|ben3 shen1~1	本身|本身|ben3 shen1	1	defined	["代"]	["代"]	[]	[]	[]	用在名詞後面，指那個人或事物自己	用在名词后面，指那个人或事物自己	「本人」只用來說人，「本身」人和事物都可以說。	「本人」只用来说人，「本身」人和事物都可以说。		[0, 1, 2]	general	unreviewed		[]
李|李|li3~1	李|李|li3	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	一種水果，圓而小，皮紅色或黃色	一种水果，圆而小，皮红色或黄色				[0]	general	unreviewed		[]
材料|材料|cai2 liao4~1	材料|材料|cai2 liao4	1	defined	["名"]	["名"]	[]	[]	[]	用來做成物品的東西，如木頭、鐵	用来做成物品的东西，如木头、铁				[0]	general	unreviewed		[]
材料|材料|cai2 liao4~2	材料|材料|cai2 liao4	2	defined	["名"]	["名"]	[]	[]	[]	寫文章或做研究時用的資料	写文章或做研究时用的资料				[1]	general	unreviewed		[]
材料|材料|cai2 liao4~3	材料|材料|cai2 liao4	3	defined	["名"]	["名"]	[]	[]	[]	有條件做某種事的人	有条件做某种事的人	多用在否定的說法裡，如「不是讀書的材料」。	多用在否定的说法里，如「不是读书的材料」。		[2]	general	unreviewed		[]
村|村|cun1~1	村|村|cun1	1	defined	["名"]	["名"]	[]	[]	[]	城市以外，人們住在一起的小地方	城市以外，人们住在一起的小地方				[0]	general	unreviewed		[]
村|村|cun1~2	村|村|cun1	2	defined	["動"]	["动"]	[]	["dialect"]	[]	用難聽的話說別人	用难听的话说别人				[1]	general	unreviewed		[]
村|村|cun1~3	村|村|cun1	3	defined	["形"]	["形"]	[]	["coll"]	[]	帶著土氣、不夠大方的	带着土气、不够大方的				[2]	general	unreviewed		[]
杜|杜|du4~1	杜|杜|du4	1	defined	["動"]	["动"]	["bound-form"]	[]	[]	完全阻止，不讓再發生	完全阻止，不让再发生				[1, 2, 3]	general	unreviewed		[]
杜|杜|du4~2	杜|杜|du4	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	一種野生的梨樹，果實很小	一种野生的梨树，果实很小				[0]	general	unreviewed		[]
杯|杯|bei1~1	杯|杯|bei1	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	喝水或喝茶用的器具	喝水或喝茶用的器具				[0]	general	unreviewed		[]
杯|杯|bei1~2	杯|杯|bei1	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	比賽中發給勝利者的杯子，表示榮譽	比赛中发给胜利者的杯子，表示荣誉				[1]	general	unreviewed		[]
杯|杯|bei1~3	杯|杯|bei1	3	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算杯子裡的水、茶等	用于计算杯子里的水、茶等				[2]	classifier-is	unreviewed		[]
東|东|dong1~1	東|东|dong1	1	defined	["名"]	["名"]	[]	[]	[]	太陽出來的那個方向	太阳出来的那个方向				[0]	general	unreviewed		[]
東|东|dong1~2	東|东|dong1	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	請客或擁有房子等的主人一方	请客或拥有房子等的主人一方				[1, 2]	general	unreviewed		[]
東西|东西|dong1 xi1~1	東西|东西|dong1 xi1	1	defined	["名"]	["名"]	[]	[]	[]	從東邊到西邊的方向或距離	从东边到西边的方向或距离	指事物的「東西」，後一個字讀輕聲，是另一個詞。	指事物的「东西」，后一个字读轻声，是另一个词。		[0]	general	unreviewed		[]
東西|东西|dong1 xi5~1	東西|东西|dong1 xi5	1	defined	["名"]	["名"]	[]	[]	[]	泛指看得見的物體，也指各種事情	泛指看得见的物体，也指各种事情				[0, 1, 3]	general	unreviewed	edited	["E-dong1xi5-1"]
東西|东西|dong1 xi5~2	東西|东西|dong1 xi5	2	defined	["名"]	["名"]	[]	["coll"]	[]	指人或動物，多帶著討厭或喜歡的感情	指人或动物，多带着讨厌或喜欢的感情	說人「不是東西」是很難聽的話。	说人「不是东西」是很难听的话。		[2]	general	unreviewed		[]
松|松|song1~1	松|松|song1	1	defined	["名"]	["名"]	["classifier-ref"]	[]	[]	一種樹，葉子像針，四季常綠	一种树，叶子像针，四季常绿				[0, 1]	general	unreviewed		[]
板|板|ban3~1	板|板|ban3	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	平而硬的一塊東西，多用木頭做成	平而硬的一块东西，多用木头做成				[0, 1, 2, 3, 4, 6]	general	unreviewed		[]
板|板|ban3~2	板|板|ban3	2	defined	["形"]	["形"]	["bound-form"]	[]	[]	不知變化、不夠靈活的	不知变化、不够灵活的				[8, 9]	general	unreviewed		[]
板|板|ban3~3	板|板|ban3	3	defined	["動"]	["动"]	[]	[]	[]	使臉上沒有笑容，顯得嚴肅	使脸上没有笑容，显得严肃				[10]	general	unreviewed		[]
板|板|ban3~4	板|板|ban3	4	defined	["名"]	["名"]	["bound-form"]	[]	["music"]	傳統音樂裡打拍子的樂器，也指強拍	传统音乐里打拍子的乐器，也指强拍				[5, 7]	general	unreviewed		[]
枚|枚|mei2~1	枚|枚|mei2	1	defined	["量"]	["量"]	["classifier-is"]	["lit"]	[]	用於計算硬幣、獎牌、棋子等小東西	用于计算硬币、奖牌、棋子等小东西	「枚」比「個」正式，多用在書面上。	「枚」比「个」正式，多用在书面上。		[0]	classifier-is	unreviewed		[]
枚|枚|mei2~2	枚|枚|mei2	2	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算炸彈、衛星等	用于计算炸弹、卫星等				[1]	classifier-is	unreviewed		[]
枚|枚|mei2~3	枚|枚|mei2	3	defined	["量"]	["量"]	["classifier-is"]	[]	["jp"]	用於計算包裝上的扁平物品	用于计算包装上的扁平物品				[2]	classifier-is	unreviewed		[]
枚|枚|mei2~4	枚|枚|mei2	4	defined	["名"]	["名"]	[]	["arch"]	[]	舊時士兵含在嘴裡、不讓出聲的小木棍	旧时士兵含在嘴里、不让出声的小木棍			archaic-form	[3]	general	unreviewed		[]
架|架|jia4~1	架|架|jia4	1	defined	["名"]	["名"]	[]	[]	[]	用來放、掛或支住東西的器具	用来放、挂或支住东西的器具				[1, 2, 3]	general	unreviewed		[]
架|架|jia4~2	架|架|jia4	2	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算飛機、鋼琴和一些機器	用于计算飞机、钢琴和一些机器	「一架飛機」不說「一臺飛機」；一般的機器多用「臺」。	「一架飞机」不说「一台飞机」；一般的机器多用「台」。		[4]	classifier-is	unreviewed		[]
架|架|jia4~3	架|架|jia4	3	defined	["動"]	["动"]	[]	[]	[]	用別的東西托住，使物體離開地面	用别的东西托住，使物体离开地面				[0]	general	unreviewed		[]
架|架|jia4~4	架|架|jia4	4	defined	["名"]	["名"]	["bound-form"]	[]	[]	人跟人動手或用話互相攻擊的事	人跟人动手或用话互相攻击的事				[]	general	unreviewed		[]
某|某|mou3~1	某|某|mou3	1	defined	["代"]	["代"]	[]	[]	[]	指不確定或不說出的人、事物、時間	指不确定或不说出的人、事物、时间	「某」用在名詞前面，如「某人」、「某天」。也可以放在姓後面，不說出名字。	「某」用在名词前面，如「某人」、「某天」。也可以放在姓后面，不说出名字。		[0, 1, 2, 3]	general	unreviewed		[]
某些|某些|mou3 xie1~1	某些|某些|mou3 xie1	1	defined	["代"]	["代"]	[]	[]	[]	指不說明是哪幾個的，多用在名詞前面	指不说明是哪几个的，多用在名词前面	「有些」多用在口語，「某些」多用在書面。	「有些」多用在口语，「某些」多用在书面。		[0]	general	unreviewed		[]
某種|某种|mou3 zhong3~1	某種|某种|mou3 zhong3	1	defined	["代"]	["代"]	[]	[]	[]	用在名詞前面，指不確定或不明說的一類	用在名词前面，指不确定或不明说的一类	說話的人知道卻不想說明，或者本來就說不清楚時用它。	说话的人知道却不想说明，或者本来就说不清楚时用它。		[0]	general	unreviewed		[]
查|查|cha2~1	查|查|cha2	1	defined	["動"]	["动"]	[]	[]	[]	認真地看或問，弄清實際情況	认真地看或问，弄清实际情况				[0, 1, 2, 3]	general	unreviewed		[]
查|查|cha2~2	查|查|cha2	2	defined	["動"]	["动"]	[]	[]	[]	在書裡或網上找出需要的資料	在书里或网上找出需要的资料				[4, 5]	general	unreviewed		[]
校|校|jiao4~1	校|校|jiao4	1	defined	["動"]	["动"]	[]	[]	[]	對照原來的文字，改正錯誤	对照原来的文字，改正错误				[0]	general	unreviewed		[]
校|校|xiao4~1	校|校|xiao4	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	學生上課學習的地方	学生上课学习的地方				[0]	bound-form	unreviewed		[]
校|校|xiao4~2	校|校|xiao4	2	defined	["名"]	["名"]	["bound-form"]	[]	["mil"]	軍隊裡的一級軍官，地位在將軍以下	军队里的一级军官，地位在将军以下				[1]	bound-form	unreviewed		[]
校長|校长|xiao4 zhang3~1	校長|校长|xiao4 zhang3	1	defined	["名"]	["名"]	["classifier-ref"]	[]	[]	學校裡負責全校工作的領導人	学校里负责全校工作的领导人				[0, 1, 2]	general	unreviewed	edited	["E-xiao4zhang3-1"]
根|根|gen1~1	根|根|gen1	1	defined	["名"]	["名"]	["classifier-ref"]	[]	[]	樹、花、草長在土裡的部分	树、花、草长在土里的部分				[0, 3]	general	unreviewed		[]
根|根|gen1~2	根|根|gen1	2	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算細長的東西，如線、頭髮	用于计算细长的东西，如线、头发				[2]	classifier-is	unreviewed		[]
根|根|gen1~3	根|根|gen1	3	defined	["名"]	["名"]	["bound-form"]	[]	[]	事物的來源或最主要的部分	事物的来源或最主要的部分				[1]	general	unreviewed		[]
根|根|gen1~4	根|根|gen1	4	defined	["名"]	["名"]	["bound-form"]	[]	[]	化學上指能一起參加反應的一組原子	化学上指能一起参加反应的一组原子				[4]	general	unreviewed		[]
根據|根据|gen1 ju4~1	根據|根据|gen1 ju4	1	defined	["介", "名"]	["介", "名"]	["classifier-ref"]	[]	[]	作為理由或標準的事實	作为理由或标准的事实	「根據」後面多接事實或材料，「按照」後面多接規定或方法。	「根据」后面多接事实或材料，「按照」后面多接规定或方法。		[0, 1, 2, 3, 4]	general	unreviewed		[]
根本|根本|gen1 ben3~1	根本|根本|gen1 ben3	1	defined	["副"]	["副"]	[]	[]	[]	表示完全，多用在「不」「沒」前面	表示完全，多用在「不」「没」前面				[3, 4, 5]	general	unreviewed		[]
根本|根本|gen1 ben3~2	根本|根本|gen1 ben3	2	defined	["名", "形"]	["名", "形"]	[]	[]	[]	最重要、起決定作用的部分	最重要、起决定作用的部分				[0, 1, 2, 6]	general	unreviewed		[]
格|格|ge2~1	格|格|ge2	1	defined	["名"]	["名"]	[]	[]	[]	由線條或板子分成的小空間	由线条或板子分成的小空间				[0, 1]	general	unreviewed		[]
格|格|ge2~2	格|格|ge2	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	一定的標準或形式	一定的标准或形式				[2, 4]	bound-form	unreviewed		[]
格|格|ge2~3	格|格|ge2	3	defined	["名"]	["名"]	["bound-form"]	[]	[]	人或作品表現出來的特點	人或作品表现出来的特点				[3]	bound-form	unreviewed		[]
格|格|ge2~4	格|格|ge2	4	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算表格、書架等分成的部分	用于计算表格、书架等分成的部分				[10]	classifier-is	unreviewed		[]
格|格|ge2~5	格|格|ge2	5	defined	["動"]	["动"]	["bound-form"]	[]	[]	阻止，使雙方不能合在一起	阻止，使双方不能合在一起				[8]	bound-form	unreviewed		[]
格|格|ge2~6	格|格|ge2	6	defined	["名"]	["名"]	["bound-form"]	[]	["ling"]	語言學上指名詞表示不同關係的形式變化	语言学上指名词表示不同关系的形式变化				[5]	bound-form	unreviewed	edited	["E-ge2-6"]
格|格|ge2~7	格|格|ge2	7	defined	["動"]	["动"]	["bound-form"]	["lit"]	[]	深入研究事物的道理	深入研究事物的道理				[9]	bound-form	unreviewed		[]
格|格|ge2~8	格|格|ge2	8	defined	["動"]	["动"]	[]	["lit"]	[]	改正錯誤，使符合標準	改正错误，使符合标准			archaic-form	[6]	general	unreviewed		[]
