entry_id	trad	simp	pinyin	content_status	rank	zipf_subtlex	review_status	adjudication	batch	prov_id
奇|奇|ji1	奇	奇	ji1	generated	1292	4.628	unreviewed		wave1-04	176
奇|奇|qi2	奇	奇	qi2	generated	1291	4.628	unreviewed		wave1-04	176
套|套|tao4	套	套	tao4	generated	678	5.056	unreviewed		wave1-05	127
奧|奥|ao4	奧	奥	ao4	generated	1487	4.513	unreviewed		wave1-04	46
奪|夺|duo2	奪	夺	duo2	generated	1365	4.584	unreviewed		wave1-08	111
女|女|nu:3	女	女	nu:3	generated	373	5.396	unreviewed		wave1-01	93
女人|女人|nu:3 ren2	女人	女人	nu:3 ren2	generated	252	5.632	unreviewed		wave1-07	120
女人|女人|nu:3 ren5	女人	女人	nu:3 ren5	generated	253	5.632	unreviewed		wave1-07	120
女兒|女儿|nu:3 er2	女兒	女儿	nu:3 er2	generated	372	5.401	unreviewed		wave1-03	167
女子|女子|nu:3 zi3	女子	女子	nu:3 zi3	generated	1803	4.323	unreviewed		wave1-07	120
女孩|女孩|nu:3 hai2	女孩	女孩	nu:3 hai2	generated	270	5.595	unreviewed		wave1-08	111
女性|女性|nu:3 xing4	女性	女性	nu:3 xing4	generated	1029	4.792	unreviewed		wave1-03	167
女王|女王|nu:3 wang2	女王	女王	nu:3 wang2	generated	1406	4.557	unreviewed		wave1-08	111
她|她|ta1	她	她	ta1	generated	26	6.82	unreviewed		wave1-01	12
她們|她们|ta1 men5	她們	她们	ta1 men5	generated	356	5.424	unreviewed		wave1-08	111
好|好|hao3	好	好	hao3	generated	14	6.999	unreviewed		wave1-01	93
好|好|hao4	好	好	hao4	generated	15	6.999	unreviewed		wave1-01	93
如|如|ru2	如	如	ru2	generated	502	5.234	unreviewed		wave1-01	93
如何|如何|ru2 he2	如何	如何	ru2 he2	generated	315	5.511	unreviewed		wave1-03	167
如果|如果|ru2 guo3	如果	如果	ru2 guo3	generated	74	6.358	unreviewed		wave1-01	93
如此|如此|ru2 ci3	如此	如此	ru2 ci3	generated	375	5.394	unreviewed		wave1-03	167
妮|妮|ni1	妮	妮	ni1	generated	1423	4.55	unreviewed		wave1-06	76
妳|你|ni3	妳	你	ni3	generated	7	7.598	unreviewed		wave1-01	93
妹妹|妹妹|mei4 mei5	妹妹	妹妹	mei4 mei5	generated	762	4.988	unreviewed		wave1-09	101
妻子|妻子|qi1 zi3	妻子	妻子	qi1 zi3	generated	454	5.287	unreviewed		wave1-03	167
妻子|妻子|qi1 zi5	妻子	妻子	qi1 zi5	generated	453	5.287	unreviewed		wave1-03	167
姓|姓|xing4	姓	姓	xing4	generated	1560	4.474	unreviewed		wave1-06	143
委員會|委员会|wei3 yuan2 hui4	委員會	委员会	wei3 yuan2 hui4	generated	1436	4.541	unreviewed		wave1-04	176
威|威|wei1	威	威	wei1	generated	2095	4.091	unreviewed		wave1-08	111
威脅|威胁|wei1 xie2	威脅	威胁	wei1 xie2	generated	777	4.971	unreviewed		wave1-04	176
娛樂|娱乐|yu2 le4	娛樂	娱乐	yu2 le4	generated	1746	4.365	unreviewed		wave1-07	120
婚姻|婚姻|hun1 yin1	婚姻	婚姻	hun1 yin1	generated	993	4.814	unreviewed		wave1-05	132
婦女|妇女|fu4 nu:3	婦女	妇女	fu4 nu:3	generated	1920	4.253	unreviewed		wave1-09	101
媒體|媒体|mei2 ti3	媒體	媒体	mei2 ti3	generated	1334	4.607	unreviewed		wave1-04	176
嫁|嫁|jia4	嫁	嫁	jia4	generated	1061	4.771	unreviewed		wave1-08	111
子|子|zi5	子	子	zi5	generated	656	5.073	unreviewed		wave1-02	153
字|字|zi4	字	字	zi4	generated	895	4.885	unreviewed		wave1-02	154
字母|字母|zi4 mu3	字母	字母	zi4 mu3	generated	1835	4.302	unreviewed		wave1-08	111
存|存|cun2	存	存	cun2	generated	1576	4.466	unreviewed		wave1-07	120
存在|存在|cun2 zai4	存在	存在	cun2 zai4	generated	704	5.034	unreviewed		wave1-02	154
季|季|ji4	季	季	ji4	generated	568	5.17	unreviewed		wave1-03	162
孩子|孩子|hai2 zi5	孩子	孩子	hai2 zi5	generated	130	6.045	unreviewed		wave1-04	176
學會|学会|xue2 hui4	學會	学会	xue2 hui4	generated	1453	4.532	unreviewed		wave1-07	120
學校|学校|xue2 xiao4	學校	学校	xue2 xiao4	generated	396	5.35	unreviewed		wave1-01	93
學生|学生|xue2 sheng5	學生	学生	xue2 sheng5	generated	810	4.943	unreviewed		wave1-02	154
學習|学习|xue2 xi2	學習	学习	xue2 xi2	generated	938	4.852	unreviewed		wave1-03	167
學院|学院|xue2 yuan4	學院	学院	xue2 yuan4	generated	1649	4.423	unreviewed		wave1-04	176
它|它|ta1	它	它	ta1	generated	106	6.165	unreviewed		wave1-01	12
它們|它们|ta1 men5	它們	它们	ta1 men5	generated	341	5.471	unreviewed		wave1-02	154
宇宙|宇宙|yu3 zhou4	宇宙	宇宙	yu3 zhou4	generated	1554	4.478	unreviewed		wave1-06	143
守|守|shou3	守	守	shou3	generated	1379	4.574	unreviewed		wave1-06	143
安|安|an1	安	安	an1	generated	1147	4.714	unreviewed		wave1-03	155
安排|安排|an1 pai2	安排	安排	an1 pai2	generated	686	5.051	unreviewed		wave1-04	176
完|完|wan2	完	完	wan2	generated	305	5.522	unreviewed		wave1-05	132
完全|完全|wan2 quan2	完全	完全	wan2 quan2	generated	285	5.556	unreviewed		wave1-01	93
完成|完成|wan2 cheng2	完成	完成	wan2 cheng2	generated	526	5.211	unreviewed		wave1-02	154
完整|完整|wan2 zheng3	完整	完整	wan2 zheng3	generated	1815	4.313	unreviewed		wave1-08	111
完美|完美|wan2 mei3	完美	完美	wan2 mei3	generated	638	5.091	unreviewed		wave1-09	101
宗|宗|zong1	宗	宗	zong1	generated	2092	4.096	unreviewed		wave1-07	117
宗教|宗教|zong1 jiao4	宗教	宗教	zong1 jiao4	generated	1666	4.414	unreviewed		wave1-05	132
官|官|guan1	官	官	guan1	generated	1136	4.721	unreviewed		wave1-03	167
官員|官员|guan1 yuan2	官員	官员	guan1 yuan2	generated	2079	4.111	unreviewed		wave1-09	101
官方|官方|guan1 fang1	官方	官方	guan1 fang1	generated	2093	4.096	unreviewed		wave1-08	111
定|定|ding4	定	定	ding4	generated	359	5.417	unreviewed		wave1-02	154
定義|定义|ding4 yi4	定義	定义	ding4 yi4	generated	2108	4.069	unreviewed		wave1-08	111
客|客|ke4	客	客	ke4	generated	1565	4.473	unreviewed		wave1-07	117
宣傳|宣传|xuan1 chuan2	宣傳	宣传	xuan1 chuan2	generated	1819	4.311	unreviewed		wave1-07	120
宣布|宣布|xuan1 bu4	宣布	宣布	xuan1 bu4	generated	1258	4.651	unreviewed		wave1-03	167
室|室|shi4	室	室	shi4	generated	906	4.877	unreviewed		wave1-03	35
宮|宫|gong1	宮	宫	gong1	generated	1831	4.304	unreviewed		wave1-05	58
家人|家人|jia1 ren2	家人	家人	jia1 ren2	generated	832	4.934	unreviewed		wave1-07	120
家庭|家庭|jia1 ting2	家庭	家庭	jia1 ting2	generated	560	5.175	unreviewed		wave1-02	154
家族|家族|jia1 zu2	家族	家族	jia1 zu2	generated	1114	4.735	unreviewed		wave1-04	176
容易|容易|rong2 yi4	容易	容易	rong2 yi4	generated	541	5.186	unreviewed		wave1-03	167
密|密|mi4	密	密	mi4	generated	1684	4.403	unreviewed		wave1-07	116
富|富|fu4	富	富	fu4	generated	1983	4.201	unreviewed		wave1-07	120
實施|实施|shi2 shi1	實施	实施	shi2 shi1	generated	2094	4.094	unreviewed		wave1-09	101
實現|实现|shi2 xian4	實現	实现	shi2 xian4	generated	1345	4.601	unreviewed		wave1-04	176
實際|实际|shi2 ji4	實際	实际	shi2 ji4	generated	1842	4.3	unreviewed		wave1-07	120
實際上|实际上|shi2 ji4 shang4	實際上	实际上	shi2 ji4 shang4	generated	615	5.119	unreviewed		wave1-03	167
實驗|实验|shi2 yan4	實驗	实验	shi2 yan4	generated	1497	4.509	unreviewed		wave1-05	132
實驗室|实验室|shi2 yan4 shi4	實驗室	实验室	shi2 yan4 shi4	generated	1107	4.742	unreviewed		wave1-05	132
審判|审判|shen3 pan4	審判	审判	shen3 pan4	generated	1464	4.526	unreviewed		wave1-08	111
寫|写|xie3	寫	写	xie3	generated	261	5.608	unreviewed		wave1-01	93
寶|宝|bao3	寶	宝	bao3	generated	1742	4.367	unreviewed		wave1-06	143
封|封|feng1	封	封	feng1	generated	899	4.882	unreviewed		wave1-03	162
射|射|she4	射	射	she4	generated	907	4.877	unreviewed		wave1-06	143
將|将|jiang1	將	将	jiang1	generated	179	5.871	unreviewed		wave1-01	28
將|将|jiang4	將	将	jiang4	generated	180	5.871	unreviewed		wave1-01	16
將|将|qiang1	將	将	qiang1	generated	181	5.871	unreviewed		wave1-01	12
將軍|将军|jiang1 jun1	將軍	将军	jiang1 jun1	generated	1010	4.804	unreviewed		wave1-03	167
專家|专家|zhuan1 jia1	專家	专家	zhuan1 jia1	generated	1156	4.712	unreviewed		wave1-05	132
專業|专业|zhuan1 ye4	專業	专业	zhuan1 ye4	generated	1206	4.683	unreviewed		wave1-04	176
專輯|专辑|zhuan1 ji2	專輯	专辑	zhuan1 ji2	generated	1944	4.236	unreviewed		wave1-07	120
專門|专门|zhuan1 men2	專門	专门	zhuan1 men2	generated	1779	4.342	unreviewed		wave1-07	120
尊重|尊重|zun1 zhong4	尊重	尊重	zun1 zhong4	generated	1093	4.753	unreviewed		wave1-08	111
尋找|寻找|xun2 zhao3	尋找	寻找	xun2 zhao3	generated	877	4.903	unreviewed		wave1-06	143
對|对|dui4	對	对	dui4	generated	41	6.598	unreviewed		wave1-01	4
對手|对手|dui4 shou3	對手	对手	dui4 shou3	generated	1353	4.595	unreviewed		wave1-08	111
對抗|对抗|dui4 kang4	對抗	对抗	dui4 kang4	generated	1813	4.316	unreviewed		wave1-08	111
對方|对方|dui4 fang1	對方	对方	dui4 fang1	generated	1043	4.783	unreviewed		wave1-06	63
對於|对于|dui4 yu2	對於	对于	dui4 yu2	generated	619	5.115	unreviewed		wave1-02	154
對象|对象|dui4 xiang4	對象	对象	dui4 xiang4	generated	1491	4.511	unreviewed		wave1-06	143
導致|导致|dao3 zhi4	導致	导致	dao3 zhi4	generated	1254	4.655	unreviewed		wave1-03	167
小時|小时|xiao3 shi2	小時	小时	xiao3 shi2	generated	291	5.543	unreviewed		wave1-02	154
小組|小组|xiao3 zu3	小組	小组	xiao3 zu3	generated	1192	4.693	unreviewed		wave1-07	120
小說|小说|xiao3 shuo1	小說	小说	xiao3 shuo1	generated	1584	4.462	unreviewed		wave1-05	132
少|少|shao3	少	少	shao3	generated	533	5.201	unreviewed		wave1-02	154
少|少|shao4	少	少	shao4	generated	534	5.201	unreviewed		wave1-02	154
尤其|尤其|you2 qi2	尤其	尤其	you2 qi2	generated	1271	4.64	unreviewed		wave1-08	111
就是|就是|jiu4 shi4	就是	就是	jiu4 shi4	generated	166	5.924	unreviewed		wave1-01	93
尼|尼|ni2	尼	尼	ni2	generated	850	4.922	unreviewed		wave1-02	184
尾|尾|wei3	尾	尾	wei3	generated	2016	4.18	unreviewed		wave1-08	107
尾|尾|yi3	尾	尾	yi3	generated	2017	4.18	unreviewed		wave1-08	111
局|局|ju2	局	局	ju2	generated	720	5.026	unreviewed		wave1-02	150
居民|居民|ju1 min2	居民	居民	ju1 min2	generated	2008	4.185	unreviewed		wave1-08	111
屆|届|jie4	屆	届	jie4	generated	2104	4.074	unreviewed		wave1-08	107
屋|屋|wu1	屋	屋	wu1	generated	1308	4.621	unreviewed		wave1-05	55
屍體|尸体|shi1 ti3	屍體	尸体	shi1 ti3	generated	564	5.173	unreviewed		wave1-09	101
展示|展示|zhan3 shi4	展示	展示	zhan3 shi4	generated	1123	4.73	unreviewed		wave1-06	143
展開|展开|zhan3 kai1	展開	展开	zhan3 kai1	generated	2083	4.104	unreviewed		wave1-09	101
層|层|ceng2	層	层	ceng2	generated	1162	4.709	unreviewed		wave1-04	172
屬|属|shu3	屬	属	shu3	generated	2132	3.938	unreviewed		wave1-09	101
屬|属|zhu3	屬	属	zhu3	generated	2133	3.938	unreviewed		wave1-09	101
屬於|属于|shu3 yu2	屬於	属于	shu3 yu2	generated	846	4.926	unreviewed		wave1-02	154
山|山|shan1	山	山	shan1	generated	986	4.819	unreviewed		wave1-02	154
島|岛|dao3	島	岛	dao3	generated	809	4.944	unreviewed		wave1-02	154
嵗|岁|sui4	嵗	岁	sui4	redirect	299	5.537	unreviewed		wave1-01	94
州|州|zhou1	州	州	zhou1	generated	1020	4.8	unreviewed		wave1-02	154
工|工|gong1	工	工	gong1	generated	1484	4.514	unreviewed		wave1-06	143
工人|工人|gong1 ren2	工人	工人	gong1 ren2	generated	1904	4.265	unreviewed		wave1-08	111
工作|工作|gong1 zuo4	工作	工作	gong1 zuo4	generated	157	5.954	unreviewed		wave1-01	12
工具|工具|gong1 ju4	工具	工具	gong1 ju4	generated	1529	4.493	unreviewed		wave1-06	143
工廠|工厂|gong1 chang3	工廠	工厂	gong1 chang3	generated	1568	4.471	unreviewed		wave1-07	120
工程|工程|gong1 cheng2	工程	工程	gong1 cheng2	generated	2099	4.082	unreviewed		wave1-08	111
左|左|zuo3	左	左	zuo3	generated	1134	4.723	unreviewed		wave1-04	45
左右|左右|zuo3 you4	左右	左右	zuo3 you4	generated	1452	4.533	unreviewed		wave1-05	132
巨大|巨大|ju4 da4	巨大	巨大	ju4 da4	generated	1348	4.599	unreviewed		wave1-05	132
差|差|cha1	差	差	cha1	generated	798	4.954	unreviewed		wave1-05	132
差|差|cha4	差	差	cha4	generated	797	4.954	unreviewed		wave1-05	132
差|差|chai1	差	差	chai1	generated	799	4.954	unreviewed		wave1-05	58
已|已|yi3	已	已	yi3	generated	442	5.296	unreviewed		wave1-01	93
已經|已经|yi3 jing1	已經	已经	yi3 jing1	generated	101	6.188	unreviewed		wave1-01	12
巴士|巴士|ba1 shi4	巴士	巴士	ba1 shi4	generated	2070	4.121	unreviewed		wave1-09	102
市場|市场|shi4 chang3	市場	市场	shi4 chang3	generated	1500	4.507	unreviewed		wave1-05	132
市長|市长|shi4 zhang3	市長	市长	shi4 zhang3	generated	1531	4.492	unreviewed		wave1-07	120
布|布|bu4	布	布	bu4	generated	1238	4.663	unreviewed		wave1-03	72
希|希|xi1	希	希	xi1	generated	2096	4.091	unreviewed		wave1-08	79
希望|希望|xi1 wang4	希望	希望	xi1 wang4	generated	172	5.9	unreviewed		wave1-02	154
帕|帕|pa4	帕	帕	pa4	generated	2097	4.09	unreviewed		wave1-08	111
帝國|帝国|di4 guo2	帝國	帝国	di4 guo2	generated	1971	4.208	unreviewed		wave1-06	143
師|师|shi1	師	师	shi1	generated	1151	4.713	unreviewed		wave1-03	167
帶|带|dai4	帶	带	dai4	generated	150	5.967	unreviewed		wave1-01	2
帶來|带来|dai4 lai2	帶來	带来	dai4 lai2	generated	610	5.127	unreviewed		wave1-03	167
常|常|chang2	常	常	chang2	generated	1042	4.784	unreviewed		wave1-03	167
常常|常常|chang2 chang2	常常	常常	chang2 chang2	generated	1766	4.348	unreviewed		wave1-09	101
幅|幅|fu2	幅	幅	fu2	generated	1526	4.494	unreviewed		wave1-09	97
幫|帮|bang1	幫	帮	bang1	generated	148	5.977	unreviewed		wave1-06	143
幫助|帮助|bang1 zhu4	幫助	帮助	bang1 zhu4	generated	335	5.476	unreviewed		wave1-03	167
干|干|gan1	干	干	gan1	generated	121	6.094	unreviewed		wave1-02	182
年|年|nian2	年	年	nian2	generated	153	5.961	unreviewed		wave1-01	12
年代|年代|nian2 dai4	年代	年代	nian2 dai4	generated	1209	4.681	unreviewed		wave1-03	167
年輕|年轻|nian2 qing1	年輕	年轻	nian2 qing1	generated	687	5.051	unreviewed		wave1-05	132
年齡|年龄|nian2 ling2	年齡	年龄	nian2 ling2	generated	1585	4.462	unreviewed		wave1-08	111
幹|干|gan4	幹	干	gan4	generated	119	6.094	unreviewed		wave1-02	154
幾|几|ji1	幾	几	ji1	generated	192	5.825	unreviewed		wave1-02	154
幾|几|ji3	幾	几	ji3	generated	191	5.825	unreviewed		wave1-02	154
幾乎|几乎|ji1 hu1	幾乎	几乎	ji1 hu1	generated	849	4.923	unreviewed		wave1-03	167
底|底|de5	底	底	de5	generated	660	5.068	unreviewed		wave1-04	174
底|底|di3	底	底	di3	generated	659	5.068	unreviewed		wave1-04	169
店|店|dian4	店	店	dian4	generated	623	5.107	unreviewed		wave1-04	170
度|度|du4	度	度	du4	generated	1048	4.78	unreviewed		wave1-03	162
度|度|duo2	度	度	duo2	generated	1049	4.78	unreviewed		wave1-03	167
座|座|zuo4	座	座	zuo4	generated	257	5.627	unreviewed		wave1-02	185
庫|库|ku4	庫	库	ku4	generated	1655	4.419	unreviewed		wave1-05	132
庭|庭|ting2	庭	庭	ting2	generated	1799	4.325	unreviewed		wave1-09	101
康|康|kang1	康	康	kang1	generated	2100	4.082	unreviewed		wave1-08	111
廣告|广告|guang3 gao4	廣告	广告	guang3 gao4	generated	944	4.847	unreviewed		wave1-05	132
廣場|广场|guang3 chang3	廣場	广场	guang3 chang3	generated	1850	4.293	unreviewed		wave1-07	120
廣播|广播|guang3 bo1	廣播	广播	guang3 bo1	generated	1772	4.345	unreviewed		wave1-06	143
廳|厅|ting1	廳	厅	ting1	generated	2009	4.185	unreviewed		wave1-08	111
建|建|jian4	建	建	jian4	generated	1499	4.508	unreviewed		wave1-04	176
建立|建立|jian4 li4	建立	建立	jian4 li4	generated	1336	4.606	unreviewed		wave1-03	167
建築|建筑|jian4 zhu4	建築	建筑	jian4 zhu4	generated	1503	4.505	unreviewed		wave1-04	176
建議|建议|jian4 yi4	建議	建议	jian4 yi4	generated	679	5.056	unreviewed		wave1-03	167
建造|建造|jian4 zao4	建造	建造	jian4 zao4	generated	1981	4.202	unreviewed		wave1-08	111
式|式|shi4	式	式	shi4	generated	1170	4.707	unreviewed		wave1-03	167
引|引|yin3	引	引	yin3	generated	1633	4.429	unreviewed		wave1-07	120
引擎|引擎|yin3 qing2	引擎	引擎	yin3 qing2	generated	1820	4.309	unreviewed		wave1-09	102
引發|引发|yin3 fa1	引發	引发	yin3 fa1	generated	2065	4.13	unreviewed		wave1-08	111
引起|引起|yin3 qi3	引起	引起	yin3 qi3	generated	1195	4.692	unreviewed		wave1-04	176
弗|弗|fu2	弗	弗	fu2	generated	2033	4.16	unreviewed		wave1-07	67
弟弟|弟弟|di4 di5	弟弟	弟弟	di4 di5	generated	743	5.003	unreviewed		wave1-07	120
張|张|zhang1	張	张	zhang1	generated	306	5.521	unreviewed		wave1-01	89
強|强|jiang4	強	强	jiang4	generated	583	5.157	unreviewed		wave1-02	154
強|强|qiang2	強	强	qiang2	generated	581	5.157	unreviewed		wave1-02	154
強|强|qiang3	強	强	qiang3	generated	582	5.157	unreviewed		wave1-02	154
強大|强大|qiang2 da4	強大	强大	qiang2 da4	generated	1368	4.583	unreviewed		wave1-07	120
強烈|强烈|qiang2 lie4	強烈	强烈	qiang2 lie4	generated	1711	4.389	unreviewed		wave1-07	120
彈|弹|dan4	彈	弹	dan4	generated	1045	4.782	unreviewed		wave1-06	143
彈|弹|tan2	彈	弹	tan2	generated	1044	4.782	unreviewed		wave1-06	143
形|形|xing2	形	形	xing2	generated	1821	4.308	unreviewed		wave1-07	120
形式|形式|xing2 shi4	形式	形式	xing2 shi4	generated	2001	4.189	unreviewed		wave1-07	120
形成|形成|xing2 cheng2	形成	形成	xing2 cheng2	generated	2046	4.151	unreviewed		wave1-07	120
形象|形象|xing2 xiang4	形象	形象	xing2 xiang4	generated	1731	4.376	unreviewed		wave1-07	120
影|影|ying3	影	影	ying3	generated	1692	4.399	unreviewed		wave1-08	111
影響|影响|ying3 xiang3	影響	影响	ying3 xiang3	generated	785	4.964	unreviewed		wave1-02	154
彼此|彼此|bi3 ci3	彼此	彼此	bi3 ci3	generated	1081	4.758	unreviewed		wave1-08	111
往|往|wang3	往	往	wang3	generated	487	5.258	unreviewed		wave1-02	154
待|待|dai1	待	待	dai1	generated	479	5.26	unreviewed		wave1-05	132
待|待|dai4	待	待	dai4	generated	480	5.26	unreviewed		wave1-05	132
很|很|hen3	很	很	hen3	generated	28	6.777	unreviewed		wave1-01	11
律師|律师|lu:4 shi1	律師	律师	lu:4 shi1	generated	436	5.303	unreviewed		wave1-05	132
後|后|hou4	後	后	hou4	generated	196	5.817	unreviewed		wave1-01	28
後來|后来|hou4 lai2	後來	后来	hou4 lai2	generated	866	4.912	unreviewed		wave1-02	154
得|得|de2	得	得	de2	generated	57	6.496	unreviewed		wave1-01	93
得|得|dei3	得	得	dei3	generated	58	6.496	unreviewed		wave1-01	93
得到|得到|de2 dao4	得到	得到	de2 dao4	generated	303	5.523	unreviewed		wave1-01	93
得知|得知|de2 zhi1	得知	得知	de2 zhi1	generated	1843	4.3	unreviewed		wave1-09	101
從未|从未|cong2 wei4	從未	从未	cong2 wei4	generated	1047	4.781	unreviewed		wave1-07	119
徹底|彻底|che4 di3	徹底	彻底	che4 di3	generated	1180	4.7	unreviewed		wave1-07	120
心理|心理|xin1 li3	心理	心理	xin1 li3	generated	1005	4.807	unreviewed		wave1-07	120
必|必|bi4	必	必	bi4	generated	1832	4.304	unreviewed		wave1-08	111
必要|必要|bi4 yao4	必要	必要	bi4 yao4	generated	697	5.042	unreviewed		wave1-06	143
必須|必须|bi4 xu1	必須	必须	bi4 xu1	generated	219	5.76	unreviewed		wave1-01	93
快|快|kuai4	快	快	kuai4	generated	94	6.203	unreviewed		wave1-02	184
快速|快速|kuai4 su4	快速	快速	kuai4 su4	generated	1844	4.3	unreviewed		wave1-07	120
念|念|nian4	念	念	nian4	generated	1375	4.576	unreviewed		wave1-08	111
思|思|si1	思	思	si1	generated	1997	4.19	unreviewed		wave1-08	68
思想|思想|si1 xiang3	思想	思想	si1 xiang3	generated	1592	4.455	unreviewed		wave1-05	132
急|急|ji2	急	急	ji2	generated	1113	4.736	unreviewed		wave1-08	111
怪|怪|guai4	怪	怪	guai4	generated	595	5.147	unreviewed		wave1-09	69
恐怖|恐怖|kong3 bu4	恐怖	恐怖	kong3 bu4	generated	802	4.951	unreviewed		wave1-08	68
恢復|恢复|hui1 fu4	恢復	恢复	hui1 fu4	generated	988	4.818	unreviewed		wave1-03	167
恩|恩|en1	恩	恩	en1	generated	553	5.18	unreviewed		wave1-02	154
情報|情报|qing2 bao4	情報	情报	qing2 bao4	generated	1281	4.635	unreviewed		wave1-07	120
情況|情况|qing2 kuang4	情況	情况	qing2 kuang4	generated	317	5.503	unreviewed		wave1-01	93
情緒|情绪|qing2 xu4	情緒	情绪	qing2 xu4	generated	1282	4.635	unreviewed		wave1-09	101
想|想|xiang3	想	想	xiang3	generated	27	6.801	unreviewed		wave1-02	154
想法|想法|xiang3 fa3	想法	想法	xiang3 fa3	generated	606	5.135	unreviewed		wave1-07	120
意味著|意味着|yi4 wei4 zhe5	意味著	意味着	yi4 wei4 zhe5	generated	819	4.939	unreviewed		wave1-06	143
意外|意外|yi4 wai4	意外	意外	yi4 wai4	generated	894	4.886	unreviewed		wave1-07	120
意思|意思|yi4 si5	意思	意思	yi4 si5	generated	220	5.759	unreviewed		wave1-03	167
意義|意义|yi4 yi4	意義	意义	yi4 yi4	generated	716	5.028	unreviewed		wave1-03	167
意見|意见|yi4 jian4	意見	意见	yi4 jian4	generated	869	4.91	unreviewed		wave1-04	176
意識|意识|yi4 shi2	意識	意识	yi4 shi2	generated	760	4.993	unreviewed		wave1-07	120
愛|爱|ai4	愛	爱	ai4	generated	151	5.967	unreviewed		wave1-01	93
愛情|爱情|ai4 qing2	愛情	爱情	ai4 qing2	generated	1091	4.754	unreviewed		wave1-08	111
感|感|gan3	感	感	gan3	generated	781	4.965	unreviewed		wave1-05	129
感到|感到|gan3 dao4	感到	感到	gan3 dao4	generated	444	5.295	unreviewed		wave1-04	176
感情|感情|gan3 qing2	感情	感情	gan3 qing2	generated	922	4.863	unreviewed		wave1-09	101
感染|感染|gan3 ran3	感染	感染	gan3 ran3	generated	1402	4.559	unreviewed		wave1-07	120
感覺|感觉|gan3 jue2	感覺	感觉	gan3 jue2	generated	200	5.803	unreviewed		wave1-06	143
態度|态度|tai4 du5	態度	态度	tai4 du5	generated	1380	4.573	unreviewed		wave1-06	143
慢|慢|man4	慢	慢	man4	generated	829	4.935	unreviewed		wave1-08	111
慶祝|庆祝|qing4 zhu4	慶祝	庆祝	qing4 zhu4	generated	1102	4.748	unreviewed		wave1-07	120
應|应|ying1	應	应	ying1	generated	1231	4.668	unreviewed		wave1-03	35
應|应|ying4	應	应	ying4	generated	1232	4.668	unreviewed		wave1-03	35
應該|应该|ying1 gai1	應該	应该	ying1 gai1	generated	129	6.052	unreviewed		wave1-02	154
懷|怀|huai2	懷	怀	huai2	generated	1804	4.323	unreviewed		wave1-08	111
懷疑|怀疑|huai2 yi2	懷疑	怀疑	huai2 yi2	generated	830	4.935	unreviewed		wave1-06	143
成|成|cheng2	成	成	cheng2	generated	275	5.573	unreviewed		wave1-01	12
成功|成功|cheng2 gong1	成功	成功	cheng2 gong1	generated	470	5.274	unreviewed		wave1-02	154
成員|成员|cheng2 yuan2	成員	成员	cheng2 yuan2	generated	1028	4.794	unreviewed		wave1-03	167
成就|成就|cheng2 jiu4	成就	成就	cheng2 jiu4	generated	1883	4.274	unreviewed		wave1-09	101
成為|成为|cheng2 wei2	成為	成为	cheng2 wei2	generated	336	5.476	unreviewed		wave1-01	12
成熟|成熟|cheng2 shu2	成熟	成熟	cheng2 shu2	generated	1519	4.498	unreviewed		wave1-09	101
成立|成立|cheng2 li4	成立	成立	cheng2 li4	generated	2013	4.182	unreviewed		wave1-06	143
成績|成绩|cheng2 ji4	成績	成绩	cheng2 ji4	generated	1712	4.389	unreviewed		wave1-07	120
成長|成长|cheng2 zhang3	成長	成长	cheng2 zhang3	generated	1675	4.408	unreviewed		wave1-08	111
我|我|wo3	我	我	wo3	generated	1	7.7	unreviewed		wave1-01	12
我們|我们|wo3 men5	我們	我们	wo3 men5	generated	13	7.045	unreviewed		wave1-01	93
或|或|huo4	或	或	huo4	generated	425	5.315	unreviewed		wave1-01	19
或是|或是|huo4 shi4	或是	或是	huo4 shi4	generated	1109	4.74	unreviewed		wave1-04	44
或者|或者|huo4 zhe3	或者	或者	huo4 zhe3	generated	262	5.608	unreviewed		wave1-02	184
戰|战|zhan4	戰	战	zhan4	generated	1076	4.761	unreviewed		wave1-03	167
戰士|战士|zhan4 shi4	戰士	战士	zhan4 shi4	generated	1687	4.4	unreviewed		wave1-08	111
戰爭|战争|zhan4 zheng1	戰爭	战争	zhan4 zheng1	generated	782	4.965	unreviewed		wave1-02	154
戰鬥|战斗|zhan4 dou4	戰鬥	战斗	zhan4 dou4	generated	1118	4.734	unreviewed		wave1-05	132
戲|戏|xi4	戲	戏	xi4	generated	1079	4.76	unreviewed		wave1-06	143
戴|戴|dai4	戴	戴	dai4	generated	654	5.075	unreviewed		wave1-03	167
戶|户|hu4	戶	户	hu4	generated	1932	4.246	unreviewed		wave1-08	111
房|房|fang2	房	房	fang2	generated	933	4.858	unreviewed		wave1-05	127
所|所|suo3	所	所	suo3	generated	213	5.769	unreviewed		wave1-01	7
所以|所以|suo3 yi3	所以	所以	suo3 yi3	generated	133	6.043	unreviewed		wave1-01	93
所在|所在|suo3 zai4	所在	所在	suo3 zai4	generated	1708	4.39	unreviewed		wave1-08	111
所有|所有|suo3 you3	所有	所有	suo3 you3	generated	168	5.918	unreviewed		wave1-01	12
所謂|所谓|suo3 wei4	所謂	所谓	suo3 wei4	generated	1337	4.606	unreviewed		wave1-06	143
手機|手机|shou3 ji1	手機	手机	shou3 ji1	generated	703	5.035	unreviewed		wave1-08	111
