sense_uid	seq	trad	simp	realized	spans	shows	shows_simp
明確|明确|ming2 que4~2	0	這次會議明確了工作的目標。	这次会议明确了工作的目标。	明確	[[4, 6]]		
明顯|明显|ming2 xian3~1	0	他的進步非常明顯。	他的进步非常明显。	明顯	[[6, 8]]		
易|易|yi4~1	0	這件工作看起來簡單，做起來卻不易。	这件工作看起来简单，做起来却不易。	易	[[15, 16]]		
星|星|xing1~1	0	夜裡天上的星特別亮。	夜里天上的星特别亮。	星	[[5, 6]]		
是|是|shi4~1	0	他是我妹妹的數學老師。	他是我妹妹的数学老师。	是	[[1, 2]]	判斷	判断
是|是|shi4~1	1	你聽錯了，那不是我的意思。	你听错了，那不是我的意思。	是	[[7, 8]]	否定	否定
是|是|shi4~2	0	打開門一看，地上都是水。	打开门一看，地上都是水。	是	[[9, 10]]	存在	存在
是|是|shi4~3	0	今天是冷，你多穿一點吧。	今天是冷，你多穿一点吧。	是	[[2, 3]]	強調	强调
是|是|shi4~4	0	你說得是，這件事怪我。	你说得是，这件事怪我。	是	[[3, 4]]		
是|是|shi4~5	0	聽到命令，他回答了一聲「是」。	听到命令，他回答了一声「是」。	是	[[12, 13]]		
是否|是否|shi4 fou3~1	0	他還不知道是否要去。	他还不知道是否要去。	是否	[[5, 7]]	引出問句	引出问句
是否|是否|shi4 fou3~1	1	請問是否需要幫忙？	请问是否需要帮忙？	是否	[[2, 4]]	直接問句	直接问句
時|时|shi2~2	0	開會時請不要看手機。	开会时请不要看手机。	時	[[2, 3]]		
時|时|shi2~3	0	圖書館上午九時開門。	图书馆上午九时开门。	時	[[6, 7]]		
時代|时代|shi2 dai4~1	0	我們正處在一個變化很快的時代。	我们正处在一个变化很快的时代。	時代	[[12, 14]]		
時代|时代|shi2 dai4~2	0	他常常想起自己的學生時代。	他常常想起自己的学生时代。	時代	[[10, 12]]		
時候|时候|shi2 hou5~1	0	他小的時候住在這條街上。	他小的时候住在这条街上。	時候	[[3, 5]]		
時期|时期|shi2 qi1~1	0	上大學的那段時期，我認識了很多朋友。	上大学的那段时期，我认识了很多朋友。	時期	[[6, 8]]		
時間|时间|shi2 jian1~1	0	時間過得真快，孩子都長大了。	时间过得真快，孩子都长大了。	時間	[[0, 2]]		
時間|时间|shi2 jian1~1	1	我最近很忙，沒有時間看電影。	我最近很忙，没有时间看电影。	時間	[[8, 10]]		
時間|时间|shi2 jian1~2	0	開會的時間是明天下午三點。	开会的时间是明天下午三点。	時間	[[3, 5]]		
晚|晚|wan3~1	0	他從早到晚都在工作。	他从早到晚都在工作。	晚	[[4, 5]]		
晚|晚|wan3~2	0	你今天來得太晚了。	你今天来得太晚了。	晚	[[6, 7]]		
晚上|晚上|wan3 shang5~1	0	我們晚上七點在門口見。	我们晚上七点在门口见。	晚上	[[2, 4]]		
普通|普通|pu3 tong1~1	0	他只是一個普通的學生。	他只是一个普通的学生。	普通	[[5, 7]]		
暫時|暂时|zan4 shi2~1	0	這只是一個暫時的辦法。	这只是一个暂时的办法。	暫時	[[5, 7]]	形	形
暫時|暂时|zan4 shi2~1	1	你先在我家暫時住幾天吧。	你先在我家暂时住几天吧。	暫時	[[5, 7]]	副	副
暴力|暴力|bao4 li4~1	0	我們反對用暴力解決問題。	我们反对用暴力解决问题。	暴力	[[5, 7]]		
曲|曲|qu3~1	0	這支曲我從小就會唱。	这支曲我从小就会唱。	曲	[[2, 3]]		
更|更|geng4~1	0	今天比昨天更冷。	今天比昨天更冷。	更	[[5, 6]]		
更|更|geng4~1	1	聽了他的話，我更不明白了。	听了他的话，我更不明白了。	更	[[7, 8]]		
更加|更加|geng4 jia1~1	0	有了大家的幫助，工作更加順利了。	有了大家的帮助，工作更加顺利了。	更加	[[10, 12]]		
書|书|shu1~1	0	我最近在讀一本關於歷史的書。	我最近在读一本关于历史的书。	書	[[12, 13]]		
曾|曾|ceng2~1	0	他曾在這家醫院工作了五年。	他曾在这家医院工作了五年。	曾	[[1, 2]]	動詞前	动词前
曾|曾|ceng2~1	1	這座樓曾是一所小學。	这座楼曾是一所小学。	曾	[[3, 4]]	曾是	曾是
曾|曾|ceng2~1	2	我不曾聽過這樣的故事。	我不曾听过这样的故事。	曾	[[2, 3]]	否定式	否定式
曾經|曾经|ceng2 jing1~1	0	我曾經在那家公司工作過三年。	我曾经在那家公司工作过三年。	曾經	[[1, 3]]	動詞前	动词前
曾經|曾经|ceng2 jing1~1	1	你曾經一個人去旅行嗎？	你曾经一个人去旅行吗？	曾經	[[1, 3]]	疑問句	疑问句
曾經|曾经|ceng2 jing1~1	2	這座樓曾經是學校，現在是醫院。	这座楼曾经是学校，现在是医院。	曾經	[[3, 5]]	「是」字句	「是」字句
替|替|ti4~1	0	我來替你，你先去休息吧。	我来替你，你先去休息吧。	替	[[2, 3]]		
替|替|ti4~2	0	請你替我開一下門。	请你替我开一下门。	替	[[2, 3]]	替＋人＋動作	替＋人＋动作
替|替|ti4~2	1	我真替你感到高興。	我真替你感到高兴。	替	[[2, 3]]	表示心情	表示心情
最|最|zui4~1	0	我最好的朋友下個月結婚。	我最好的朋友下个月结婚。	最	[[1, 2]]	修飾形容詞	修饰形容词
最|最|zui4~1	1	妹妹最喜歡吃甜的東西。	妹妹最喜欢吃甜的东西。	最	[[2, 3]]	修飾動詞	修饰动词
最|最|zui4~2	0	這條河的長度是世界之最。	这条河的长度是世界之最。	最	[[10, 11]]		
最佳|最佳|zui4 jia1~1	0	這是解決問題的最佳辦法。	这是解决问题的最佳办法。	最佳	[[7, 9]]		
最初|最初|zui4 chu1~1	0	這跟最初的計劃很不一樣。	这跟最初的计划很不一样。	最初	[[2, 4]]	名	名
最初|最初|zui4 chu1~1	1	最初大家都不同意這個做法。	最初大家都不同意这个做法。	最初	[[0, 2]]	副	副
最後|最后|zui4 hou4~1	0	這是我們最後一次見面。	这是我们最后一次见面。	最後	[[4, 6]]	形	形
最後|最后|zui4 hou4~1	1	他想了很久，最後還是答應了。	他想了很久，最后还是答应了。	最後	[[6, 8]]	副	副
最終|最终|zui4 zhong1~1	0	這是我們最終的決定。	这是我们最终的决定。	最終	[[4, 6]]	形	形
最終|最终|zui4 zhong1~1	1	他最終還是接受了這份工作。	他最终还是接受了这份工作。	最終	[[1, 3]]	副	副
最近|最近|zui4 jin4~1	0	他最近工作特別忙，很少休息。	他最近工作特别忙，很少休息。	最近	[[1, 3]]		
最近|最近|zui4 jin4~2	0	請問最近的地鐵站在哪裡？	请问最近的地铁站在哪里？	最近	[[2, 4]]		
最高|最高|zui4 gao1~1	0	這座山是全國最高的。	这座山是全国最高的。	最高	[[6, 8]]		
最高|最高|zui4 gao1~1	1	他是公司裡職位最高的人。	他是公司里职位最高的人。	最高	[[7, 9]]		
會議|会议|hui4 yi4~1	0	明天下午有一場重要的會議。	明天下午有一场重要的会议。	會議	[[10, 12]]		
月|月|yue4~1	0	我在這家公司工作了八個月。	我在这家公司工作了八个月。	月	[[11, 12]]		
有些|有些|you3 xie1~1	0	有些學生已經回家了。	有些学生已经回家了。	有些	[[0, 2]]		
有些|有些|you3 xie1~2	0	他說的話有些奇怪。	他说的话有些奇怪。	有些	[[4, 6]]		
有人|有人|you3 ren2~1	0	剛才有人打電話找你。	刚才有人打电话找你。	有人	[[2, 4]]		
有人|有人|you3 ren2~2	0	這個座位有人了，我們坐那邊吧。	这个座位有人了，我们坐那边吧。	有人	[[4, 6]]		
有所|有所|you3 suo3~1	0	這幾年，他的成績有所提高。	这几年，他的成绩有所提高。	有所	[[8, 10]]		
有所|有所|you3 suo3~1	1	大家對這個問題已經有所了解。	大家对这个问题已经有所了解。	有所	[[9, 11]]		
有效|有效|you3 xiao4~1	0	這種藥對感冒很有效。	这种药对感冒很有效。	有效	[[7, 9]]		
有效|有效|you3 xiao4~2	0	車票過了今天就不再有效。	车票过了今天就不再有效。	有效	[[9, 11]]		
有時|有时|you3 shi2~1	0	這種病有時很難發現。	这种病有时很难发现。	有時	[[3, 5]]		
有時|有时|you3 shi2~1	1	他有時看書，有時聽音樂。	他有时看书，有时听音乐。	有時	[[1, 3]]		
有的|有的|you3 de5~1	0	這些蘋果有的甜，有的酸。	这些苹果有的甜，有的酸。	有的	[[4, 6]]		
有的|有的|you3 de5~1	1	班上有的同學已經回家了。	班上有的同学已经回家了。	有的	[[2, 4]]		
有著|有着|you3 zhe5~1	0	他對這個問題有著不同的意見。	他对这个问题有着不同的意见。	有著	[[6, 8]]		
有關|有关|you3 guan1~1	0	這次事故跟天氣有關。	这次事故跟天气有关。	有關	[[7, 9]]	動	动
有關|有关|you3 guan1~1	1	有關單位已經開始調查。	有关单位已经开始调查。	有關	[[0, 2]]	形	形
朋友|朋友|peng2 you5~1	0	我和他從小就是朋友。	我和他从小就是朋友。	朋友	[[7, 9]]		
朝|朝|chao2~1	0	這間房子朝南，光線特別好。	这间房子朝南，光线特别好。	朝	[[4, 5]]	動	动
朝|朝|chao2~1	1	他朝我笑了笑，然後轉身走了。	他朝我笑了笑，然后转身走了。	朝	[[1, 2]]	介	介
期|期|qi1~3	0	他把這三期雜誌都看完了。	他把这三期杂志都看完了。	期	[[4, 5]]		
期間|期间|qi1 jian1~1	0	開會期間請關掉手機。	开会期间请关掉手机。	期間	[[2, 4]]		
木|木|mu4~3	0	在雪地裡站久了，手都木了。	在雪地里站久了，手都木了。	木	[[10, 11]]		
未|未|wei4~1	0	今年的計劃還未完成。	今年的计划还未完成。	未	[[6, 7]]	動詞前	动词前
未|未|wei4~1	1	未經允許不可進入。	未经允许不可进入。	未	[[0, 1]]	未經…	未经…
未|未|wei4~2	0	未時大約是下午一點到三點。	未时大约是下午一点到三点。	未	[[0, 1]]		
未來|未来|wei4 lai2~1	0	沒有人知道未來會發生什麼事。	没有人知道未来会发生什么事。	未來	[[5, 7]]	名	名
未來|未来|wei4 lai2~1	1	未來幾天的天氣都不太好。	未来几天的天气都不太好。	未來	[[0, 2]]	形	形
本|本|ben3~4	0	我本想早點出門，結果還是遲到了。	我本想早点出门，结果还是迟到了。	本	[[1, 2]]		
本|本|ben3~6	0	他昨天在書店買了兩本小說。	他昨天在书店买了两本小说。	本	[[9, 10]]		
本人|本人|ben3 ren2~1	0	領獎的時候必須由本人到場。	领奖的时候必须由本人到场。	本人	[[8, 10]]		
本人|本人|ben3 ren2~2	0	這件事本人並不知情。	这件事本人并不知情。	本人	[[3, 5]]		
本來|本来|ben3 lai2~1	0	這房子還是本來的樣子。	这房子还是本来的样子。	本來	[[5, 7]]	形	形
本來|本来|ben3 lai2~1	1	我本來想去，後來太忙就沒去。	我本来想去，后来太忙就没去。	本來	[[1, 3]]	副	副
本來|本来|ben3 lai2~2	0	這本來就是他的錯。	这本来就是他的错。	本來	[[1, 3]]		
本地|本地|ben3 di4~1	0	這道菜在本地很有名。	这道菜在本地很有名。	本地	[[4, 6]]	名	名
本地|本地|ben3 di4~1	1	他不是本地人，去年才搬來。	他不是本地人，去年才搬来。	本地	[[3, 5]]	形	形
本身|本身|ben3 shen1~1	0	這個問題本身並不難。	这个问题本身并不难。	本身	[[4, 6]]		
材料|材料|cai2 liao4~1	0	蓋房子的材料已經運到了。	盖房子的材料已经运到了。	材料	[[4, 6]]		
材料|材料|cai2 liao4~2	0	他寫報告前看了很多材料。	他写报告前看了很多材料。	材料	[[9, 11]]		
材料|材料|cai2 liao4~3	0	他不是讀書的材料。	他不是读书的材料。	材料	[[6, 8]]		
村|村|cun1~1	0	這個村只有幾十戶人家。	这个村只有几十户人家。	村	[[2, 3]]		
村|村|cun1~2	0	他當著大家的面村了我幾句。	他当着大家的面村了我几句。	村	[[7, 8]]		
村|村|cun1~3	0	他這身衣服看起來有點村。	他这身衣服看起来有点村。	村	[[10, 11]]		
杯|杯|bei1~3	0	他每天早上喝一杯咖啡。	他每天早上喝一杯咖啡。	杯	[[7, 8]]		
東|东|dong1~1	0	從這裡一直往東走就到了。	从这里一直往东走就到了。	東	[[6, 7]]		
東西|东西|dong1 xi1~1	0	這座城市東西長二十公里。	这座城市东西长二十公里。	東西	[[4, 6]]		
東西|东西|dong1 xi5~1	0	我去買點東西就回來。	我去买点东西就回来。	東西	[[4, 6]]		
東西|东西|dong1 xi5~2	0	這隻小狗真是個聰明的小東西。	这只小狗真是个聪明的小东西。	東西	[[11, 13]]		
松|松|song1~1	0	這棵松已經長了幾十年了。	这棵松已经长了几十年了。	松	[[2, 3]]		
板|板|ban3~3	0	他板著臉，一句話也不說。	他板着脸，一句话也不说。	板	[[1, 2]]		
枚|枚|mei2~1	0	他拿出一枚硬幣放在桌上。	他拿出一枚硬币放在桌上。	枚	[[4, 5]]		
枚|枚|mei2~2	0	這次一共發射了兩枚衛星。	这次一共发射了两枚卫星。	枚	[[8, 9]]		
枚|枚|mei2~3	0	包裝上寫著每盒十二枚餅乾。	包装上写着每盒十二枚饼干。	枚	[[9, 10]]		
架|架|jia4~1	0	他把書一本一本放回架上。	他把书一本一本放回架上。	架	[[9, 10]]		
架|架|jia4~2	0	剛才天上飛過了三架飛機。	刚才天上飞过了三架飞机。	架	[[8, 9]]		
架|架|jia4~3	0	工人們正在河上架起一座橋。	工人们正在河上架起一座桥。	架	[[7, 8]]		
某|某|mou3~1	0	他在某家公司工作了十年。	他在某家公司工作了十年。	某	[[2, 3]]		
某些|某些|mou3 xie1~1	0	這種藥對某些人沒有效果。	这种药对某些人没有效果。	某些	[[4, 6]]		
某種|某种|mou3 zhong3~1	0	他好像因為某種原因不想去。	他好像因为某种原因不想去。	某種	[[5, 7]]		
查|查|cha2~1	0	警察正在查這件案子。	警察正在查这件案子。	查	[[4, 5]]		
查|查|cha2~2	0	不認識的字可以查字典。	不认识的字可以查字典。	查	[[7, 8]]		
校|校|jiao4~1	0	這篇文章我已經校過兩遍了。	这篇文章我已经校过两遍了。	校	[[7, 8]]		
校長|校长|xiao4 zhang3~1	0	新來的校長很關心學生的生活。	新来的校长很关心学生的生活。	校長	[[3, 5]]		
根|根|gen1~1	0	這棵大樹的根長得很深。	这棵大树的根长得很深。	根	[[5, 6]]		
根|根|gen1~2	0	地上掉了一根白色的頭髮。	地上掉了一根白色的头发。	根	[[5, 6]]		
根據|根据|gen1 ju4~1	0	根據天氣預報，明天會下雨。	根据天气预报，明天会下雨。	根據	[[0, 2]]	介	介
根據|根据|gen1 ju4~1	1	你這樣說有什麼根據？	你这样说有什么根据？	根據	[[7, 9]]	名	名
根本|根本|gen1 ben3~1	0	他根本不知道這件事。	他根本不知道这件事。	根本	[[1, 3]]		
根本|根本|gen1 ben3~2	0	我們要從根本上解決這個問題。	我们要从根本上解决这个问题。	根本	[[4, 6]]	名	名
根本|根本|gen1 ben3~2	1	這才是問題的根本原因。	这才是问题的根本原因。	根本	[[6, 8]]	形	形
格|格|ge2~1	0	這個櫃子一共有八個格。	这个柜子一共有八个格。	格	[[9, 10]]		
格|格|ge2~4	0	手機還有三格電。	手机还有三格电。	格	[[5, 6]]		
案|案|an4~1	0	警方正在調查這起大案。	警方正在调查这起大案。	案	[[9, 10]]		
案件|案件|an4 jian4~1	0	警方正在調查這起案件。	警方正在调查这起案件。	案件	[[8, 10]]		
梅|梅|mei2~2	0	今年的梅開得特別早。	今年的梅开得特别早。	梅	[[3, 4]]		
條|条|tiao2~2	0	村子前面有一條小河。	村子前面有一条小河。	條	[[6, 7]]		
條|条|tiao2~2	1	老師給了我們三條建議。	老师给了我们三条建议。	條	[[7, 8]]		
條件|条件|tiao2 jian4~1	0	參加比賽的條件是年滿十八歲。	参加比赛的条件是年满十八岁。	條件	[[5, 7]]		
條件|条件|tiao2 jian4~2	0	這裡的工作條件比以前好多了。	这里的工作条件比以前好多了。	條件	[[5, 7]]		
棒|棒|bang4~1	0	你今天表現得真棒！	你今天表现得真棒！	棒	[[7, 8]]		
棒|棒|bang4~3	0	這次接力賽由他跑第三棒。	这次接力赛由他跑第三棒。	棒	[[10, 11]]		
棒球|棒球|bang4 qiu2~1	0	他每個週末都跟同學去打棒球。	他每个周末都跟同学去打棒球。	棒球	[[11, 13]]		
森林|森林|sen1 lin2~1	0	這座山上有一大片森林。	这座山上有一大片森林。	森林	[[8, 10]]		
植物|植物|zhi2 wu4~1	0	這種植物很喜歡陽光。	这种植物很喜欢阳光。	植物	[[2, 4]]		
極|极|ji2~1	0	這次考試的成績極好。	这次考试的成绩极好。	極	[[7, 8]]		
概念|概念|gai4 nian4~1	0	這本書解釋了幾個重要的概念。	这本书解释了几个重要的概念。	概念	[[11, 13]]		
榮譽|荣誉|rong2 yu4~1	0	他為學校贏得了榮譽。	他为学校赢得了荣誉。	榮譽	[[7, 9]]		
榮譽|荣誉|rong2 yu4~2	0	他是這所大學的榮譽博士。	他是这所大学的荣誉博士。	榮譽	[[7, 9]]		
槍|枪|qiang1~1	0	警察在他身上找到了一把槍。	警察在他身上找到了一把枪。	槍	[[11, 12]]		
槍|枪|qiang1~2	0	他舞起槍來，動作又快又好看。	他舞起枪来，动作又快又好看。	槍	[[3, 4]]		
槍|枪|qiang1~5	0	那個士兵一連開了三槍。	那个士兵一连开了三枪。	槍	[[9, 10]]		
樂|乐|le4~2	0	他一聽這話就樂了。	他一听这话就乐了。	樂	[[6, 7]]		
樂隊|乐队|yue4 dui4~1	0	這支樂隊昨天在學校表演。	这支乐队昨天在学校表演。	樂隊	[[2, 4]]		
樓|楼|lou2~1	0	電梯壞了，我們走上五樓。	电梯坏了，我们走上五楼。	樓	[[10, 11]]		
樓|楼|lou2~2	0	他家就在前面那棟樓。	他家就在前面那栋楼。	樓	[[8, 9]]		
標準|标准|biao1 zhun3~1	0	這家公司對產品的標準很高。	这家公司对产品的标准很高。	標準	[[8, 10]]		
標準|标准|biao1 zhun3~2	0	她的中文發音很標準。	她的中文发音很标准。	標準	[[7, 9]]		
標誌|标志|biao1 zhi4~1	0	路口有一個禁止停車的標誌。	路口有一个禁止停车的标志。	標誌	[[10, 12]]	名	名
標誌|标志|biao1 zhi4~1	1	這件事標誌著新階段的開始。	这件事标志着新阶段的开始。	標誌	[[3, 5]]	動	动
模型|模型|mo2 xing2~1	0	他花了一個月做飛機模型。	他花了一个月做飞机模型。	模型	[[9, 11]]		
模型|模型|mo2 xing2~2	0	科學家用模型分析氣候的變化。	科学家用模型分析气候的变化。	模型	[[4, 6]]		
模型|模型|mo2 xing2~3	0	工人把鐵水倒進模型裡。	工人把铁水倒进模型里。	模型	[[7, 9]]		
模式|模式|mo2 shi4~1	0	這家公司改變了經營模式。	这家公司改变了经营模式。	模式	[[9, 11]]		
樹|树|shu4~1	0	他在院子裡種了兩棵樹。	他在院子里种了两棵树。	樹	[[9, 10]]		
橋|桥|qiao2~1	0	過了這座橋就到我家了。	过了这座桥就到我家了。	橋	[[4, 5]]		
機器|机器|ji1 qi4~1	0	這臺機器已經用了十年了。	这台机器已经用了十年了。	機器	[[2, 4]]		
機器人|机器人|ji1 qi4 ren2~1	0	現在很多工廠都在用機器人。	现在很多工厂都在用机器人。	機器人	[[9, 12]]		
機場|机场|ji1 chang3~1	0	我明天早上要去機場接朋友。	我明天早上要去机场接朋友。	機場	[[7, 9]]		
機場|机场|ji1 chang3~2	0	這個機場最近很不穩定，常常連不上。	这个机场最近很不稳定，常常连不上。	機場	[[2, 4]]		
機會|机会|ji1 hui4~1	0	我一直沒有機會跟他說這件事。	我一直没有机会跟他说这件事。	機會	[[5, 7]]		
機構|机构|ji1 gou4~1	0	這個機構專門幫助生病的老人。	这个机构专门帮助生病的老人。	機構	[[2, 4]]		
機構|机构|ji1 gou4~2	0	這種機器的機構並不複雜。	这种机器的机构并不复杂。	機構	[[5, 7]]		
檔案|档案|dang4 an4~1	0	公司的檔案要保存十年。	公司的档案要保存十年。	檔案	[[3, 5]]		
檔案|档案|dang4 an4~2	0	我把這個檔案存到電腦裡了。	我把这个档案存到电脑里了。	檔案	[[4, 6]]		
檢查|检查|jian3 cha2~1	0	老師正在檢查我們的作業。	老师正在检查我们的作业。	檢查	[[4, 6]]	動	动
檢查|检查|jian3 cha2~1	1	這次檢查發現了不少問題。	这次检查发现了不少问题。	檢查	[[2, 4]]	名	名
權利|权利|quan2 li4~1	0	每個人都有受教育的權利。	每个人都有受教育的权利。	權利	[[9, 11]]		
權力|权力|quan2 li4~1	0	政府的權力必須受到法律的限制。	政府的权力必须受到法律的限制。	權力	[[3, 5]]		
次|次|ci4~1	0	醫生要他每天吃三次藥。	医生要他每天吃三次药。	次	[[8, 9]]		
次|次|ci4~5	0	這個牌子的手機太次，用了兩個月就壞了。	这个牌子的手机太次，用了两个月就坏了。	次	[[8, 9]]		
欲|欲|yu4~1	0	公司欲在明年進入國際市場。	公司欲在明年进入国际市场。	欲	[[2, 3]]		
款|款|kuan3~1	0	公司昨天就把這筆款付清了。	公司昨天就把这笔款付清了。	款	[[8, 9]]		
款|款|kuan3~2	0	這家店今年推出了三款手機。	这家店今年推出了三款手机。	款	[[9, 10]]		
款|款|kuan3~3	0	這一條的第二款規定得很清楚。	这一条的第二款规定得很清楚。	款	[[6, 7]]		
歌|歌|ge1~1	0	這首歌我聽了很多遍。	这首歌我听了很多遍。	歌	[[2, 3]]		
歌手|歌手|ge1 shou3~1	0	這位歌手的新歌很受年輕人喜歡。	这位歌手的新歌很受年轻人喜欢。	歌手	[[2, 4]]		
歌曲|歌曲|ge1 qu3~1	0	這首歌曲我聽過很多次。	这首歌曲我听过很多次。	歌曲	[[2, 4]]		
歐|欧|ou1~1	0	這件外套要一百歐。	这件外套要一百欧。	歐	[[7, 8]]		
歐|欧|ou1~2	0	這個電阻只有五歐。	这个电阻只有五欧。	歐	[[7, 8]]		
歡迎|欢迎|huan1 ying2~1	0	我們熱烈歡迎新同學。	我们热烈欢迎新同学。	歡迎	[[4, 6]]		
止|止|zhi3~1	0	他的血很快就止住了。	他的血很快就止住了。	止	[[6, 7]]		
止|止|zhi3~2	0	報名時間到本月十號止。	报名时间到本月十号止。	止	[[9, 10]]		
止|止|zhi3~3	0	止此一家，別無分店。	止此一家，别无分店。	止	[[0, 1]]		
正|正|zheng4~1	0	我正忙著，等一下再說。	我正忙着，等一下再说。	正	[[1, 2]]	動作在進行	动作在进行
正|正|zheng4~1	1	他正要出門，電話響了。	他正要出门，电话响了。	正	[[1, 2]]	正要	正要
正|正|zheng4~2	0	這本書正是我要找的。	这本书正是我要找的。	正	[[3, 4]]		
正|正|zheng4~5	0	牆上的畫沒掛正。	墙上的画没挂正。	正	[[6, 7]]		
正|正|zheng4~7	0	這兩個數一個是正的，一個是負的。	这两个数一个是正的，一个是负的。	正	[[7, 8]]		
正在|正在|zheng4 zai4~1	0	他正在打電話，你等一下。	他正在打电话，你等一下。	正在	[[1, 3]]	動詞前	动词前
正在|正在|zheng4 zai4~1	1	我進來的時候，他正在看書呢。	我进来的时候，他正在看书呢。	正在	[[8, 10]]	句末加呢	句末加呢
正常|正常|zheng4 chang2~1	0	孩子有這種想法很正常。	孩子有这种想法很正常。	正常	[[8, 10]]		
正式|正式|zheng4 shi4~1	0	公司給了他一份正式的合約。	公司给了他一份正式的合约。	正式	[[7, 9]]		
正是|正是|zheng4 shi4~1	0	這正是我要找的那本書。	这正是我要找的那本书。	正是	[[1, 3]]		
正確|正确|zheng4 que4~1	0	這個說法並不正確。	这个说法并不正确。	正確	[[6, 8]]		
此|此|ci3~2	0	此事與你無關，你不用擔心。	此事与你无关，你不用担心。	此	[[0, 1]]		
步|步|bu4~1	0	他向前走了三步。	他向前走了三步。	步	[[6, 7]]		
步|步|bu4~3	0	下一步我們要做什麼？	下一步我们要做什么？	步	[[2, 3]]		
步|步|bu4~4	0	事情已經到了這一步，只能接受。	事情已经到了这一步，只能接受。	步	[[8, 9]]		
武器|武器|wu3 qi4~1	0	警察在他家裡找到了武器。	警察在他家里找到了武器。	武器	[[9, 11]]		
歲|岁|sui4~1	0	他有一個三歲的女兒。	他有一个三岁的女儿。	歲	[[5, 6]]		
歷史|历史|li4 shi3~1	0	這座城市有兩千多年的歷史。	这座城市有两千多年的历史。	歷史	[[10, 12]]		
歸|归|gui1~1	0	他出國二十年，至今未歸。	他出国二十年，至今未归。	歸	[[10, 11]]		
歸|归|gui1~2	0	這件事歸我們部門管。	这件事归我们部门管。	歸	[[3, 4]]		
歸|归|gui1~3	0	我把資料歸為三大類。	我把资料归为三大类。	歸	[[4, 5]]		
歸|归|gui1~4	0	說歸說，事情還是要做。	说归说，事情还是要做。	歸	[[1, 2]]	動詞重複	动词重复
歸|归|gui1~4	1	貴歸貴，東西真的好。	贵归贵，东西真的好。	歸	[[1, 2]]	形容詞重複	形容词重复
死|死|si3~1	0	他養的那條魚昨天死了。	他养的那条鱼昨天死了。	死	[[8, 9]]		
死|死|si3~2	0	今天熱死了，一點風也沒有。	今天热死了，一点风也没有。	死	[[3, 4]]		
死|死|si3~3	0	規定太死，做起來很不方便。	规定太死，做起来很不方便。	死	[[3, 4]]		
死|死|si3~5	0	你這個死孩子，怎麼又不聽話！	你这个死孩子，怎么又不听话！	死	[[3, 4]]		
死亡|死亡|si3 wang2~1	0	那場大火造成十多人死亡。	那场大火造成十多人死亡。	死亡	[[9, 11]]	動	动
死亡|死亡|si3 wang2~1	1	醫生記錄了病人的死亡時間。	医生记录了病人的死亡时间。	死亡	[[8, 10]]	名	名
段|段|duan4~3	0	我們在路邊坐了一段時間。	我们在路边坐了一段时间。	段	[[8, 9]]		
殺|杀|sha1~1	0	士兵在戰場上殺了很多敵人。	士兵在战场上杀了很多敌人。	殺	[[6, 7]]		
殺|杀|sha1~3	0	藥水碰到傷口，殺得他叫了起來。	药水碰到伤口，杀得他叫了起来。	殺	[[7, 8]]		
殺|杀|sha1~4	0	這件事真是氣殺我了。	这件事真是气杀我了。	殺	[[6, 7]]	動詞後表程度	动词后表程度
殺|杀|sha1~4	1	他的樣子笑殺了一屋子的人。	他的样子笑杀了一屋子的人。	殺	[[5, 6]]	帶受事賓語	带受事宾语
殺害|杀害|sha1 hai4~1	0	那名記者在戰爭中被殺害了。	那名记者在战争中被杀害了。	殺害	[[9, 11]]		
殺死|杀死|sha1 si3~1	0	他不小心把那隻蟲殺死了。	他不小心把那只虫杀死了。	殺死	[[8, 10]]		
毀|毁|hui3~1	0	一場大火毀了整條街的房子。	一场大火毁了整条街的房子。	毀	[[4, 5]]		
母|母|mu3~3	0	你看得出這隻狗是公的還是母的嗎？	你看得出这只狗是公的还是母的吗？	母	[[12, 13]]		
母親|母亲|mu3 qin1~1	0	他每個星期都打電話給母親。	他每个星期都打电话给母亲。	母親	[[10, 12]]		
每|每|mei3~1	0	每個學生都要參加這次考試。	每个学生都要参加这次考试。	每	[[0, 1]]	代	代
每|每|mei3~1	1	他每工作一小時就休息一下。	他每工作一小时就休息一下。	每	[[1, 2]]	副	副
每個|每个|mei3 ge4~1	0	每個人都有自己的想法。	每个人都有自己的想法。	每個	[[0, 2]]		
每天|每天|mei3 tian1~1	0	他每天早上跑步半小時。	他每天早上跑步半小时。	每天	[[1, 3]]		
每年|每年|mei3 nian2~1	0	他每年都回家過年。	他每年都回家过年。	每年	[[1, 3]]	副	副
每年|每年|mei3 nian2~1	1	這是我們每年的重要活動。	这是我们每年的重要活动。	每年	[[4, 6]]	名	名
毒|毒|du2~1	0	這種蘑菇有毒，不要吃。	这种蘑菇有毒，不要吃。	毒	[[5, 6]]	名	名
毒|毒|du2~1	1	那條蛇很毒，別靠近牠。	那条蛇很毒，别靠近它。	毒	[[4, 5]]	形	形
毒|毒|du2~3	0	他想毒死那些老鼠。	他想毒死那些老鼠。	毒	[[2, 3]]		
毒|毒|du2~4	0	他的手段實在太毒了。	他的手段实在太毒了。	毒	[[7, 8]]		
比|比|bi3~1	0	今天比昨天冷，你多穿一點。	今天比昨天冷，你多穿一点。	比	[[2, 3]]	基本比較	基本比较
